,firmid,costs,output,plabor,pkap,pfuel,labshr,kapshr,Ltotcost,Loutput,Loutput_2,Lplabor,Lpfuel,Lpkap,Lpprod,Loutpfuel,One,avgcost,totcost_e,avgcost_e
89,127.0,111.86799621582031,23217.0,6873.72998046875,83.87999725341797,33.39440155029297,0.08489999920129776,0.20069999992847443,4.717319570977857,10.052640047938569,101.05557193341835,8.835462175356426,3.5083882676784435,4.429387173289536,24276712.237911426,24982.580172574955,1,0.004818365689616243,116.40392428724283,0.0050137366708550984
90,142.0,125.33599853515625,24001.0,8047.35009765625,74.37200164794922,33.09320068359375,0.0997999981045723,0.24570000171661377,4.830998119403851,10.085850775128717,101.72438585816455,8.99309813580547,3.4993278438678845,4.30907954907601,24276712.237911426,24982.580172574955,1,0.005222115684144671,124.7543491860582,0.005197881304364743
91,137.0,183.23199462890625,27118.0,9914.3603515625,78.4800033569336,41.7578010559082,0.12800000607967377,0.226500004529953,5.210753080162572,10.207952993022255,104.20230430775202,9.201739525666829,3.7318862854807913,4.36284385803149,24276712.237911426,24982.580172574955,1,0.006756840276897495,177.30523808020763,0.006538285938498696
92,130.0,87.10150146484375,27708.0,6378.22998046875,63.599998474121094,20.299999237060547,0.10599999874830246,0.2257000058889389,4.4670741221122165,10.229476459142496,104.6421886281505,8.760645905318903,3.0106208484645167,4.15261344635427,24276712.237911426,24982.580172574955,1,0.003143550651972129,96.41259749949663,0.0034795942507397366
93,144.0,240.51400756835938,29613.0,9312.9296875,81.75,41.88719940185547,0.15610000491142273,0.20170000195503235,5.482778331377209,10.295968733085997,106.00697215268448,9.139159002562952,3.734980276716711,4.403665809777363,24276712.237911426,24982.580172574955,1,0.008121906175273001,191.7041158109581,0.006473647243135045
94,143.0,191.56300354003906,30958.0,9810.099609375,69.54100036621094,36.30759811401367,0.16359999775886536,0.15240000188350677,5.255216754721081,10.340386726133822,106.92359764600454,9.191167706368715,3.5920270338032334,4.241916511955264,24276712.237911426,24982.580172574955,1,0.006187835245818175,183.57884691958827,0.005929932389675957
95,141.0,168.3780059814453,34212.0,5683.830078125,80.38500213623047,40.52859878540039,0.06509999930858612,0.13609999418258667,5.12621148746765,10.440331738700673,109.0005268141206,8.645380593999725,3.7020078677603316,4.386827618189912,24276712.237911426,24982.580172574955,1,0.004921606628710549,186.5722751590643,0.005453416203643877
96,138.0,169.23500061035156,38343.0,9117.16015625,65.99199676513672,31.58970069885254,0.06629999727010727,0.219200000166893,5.131288285178909,10.554327260799823,111.3938239280623,9.117913648201476,3.452831140215534,4.189533473539408,24276712.237911426,24982.580172574955,1,0.004413713079580407,204.80705825154013,0.005341445850651752
97,175.0,269.77301025390625,46870.0,9761.3798828125,69.54100036621094,33.19990158081055,0.15940000116825104,0.21940000355243683,5.597580902646307,10.755133090916752,115.67288780333253,9.186189050849432,3.5025469114846315,4.241916511955264,24276712.237911426,24982.580172574955,1,0.005755771501043444,269.95826112113997,0.00575972394113804
98,172.0,240.48599243164062,53918.0,6068.8701171875,78.37999725341797,31.19540023803711,0.0966000035405159,0.18459999561309814,5.482661844322114,10.895219652910134,118.70581128515921,8.710927724583206,3.44027065567878,4.361568757729612,24276712.237911426,24982.580172574955,1,0.004460217226745069,262.117249129139,0.004861405265943451
